No,No,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1137,1559,2008,1,3,4,1957,1925,2102,2045,WN,1154,N371SW,65,80,55,17,32,PVD,BWI,328,3,7,0,N,0,0,0,0,0,17
1141,1565,2008,1,3,4,1519,1455,1627,1610,WN,2795,N266WN,68,75,56,17,24,PVD,BWI,328,3,9,0,N,0,6,0,0,0,11
1155,1581,2008,1,3,4,1435,1340,1537,1500,WN,1338,N237WN,62,80,49,37,55,PVD,PHL,238,5,8,0,N,0,0,0,16,0,21
1156,1582,2008,1,3,4,1617,1540,1725,1710,WN,1410,N614SW,68,90,55,15,37,PVD,PHL,238,7,6,0,N,0,5,0,0,0,10
1162,1588,2008,1,3,4,2056,2020,2118,2055,WN,312,N604SW,82,95,69,23,36,RDU,BNA,443,6,7,0,N,0,0,0,0,0,23
1164,1592,2008,1,3,4,1805,1745,1839,1820,WN,2821,N218WN,94,95,70,19,20,RDU,BNA,443,13,11,0,N,0,8,0,0,0,11
1165,1594,2008,1,3,4,1739,1645,1840,1745,WN,269,N325SW,61,60,45,55,54,RDU,BWI,255,3,13,0,N,0,0,0,1,0,54
1170,1604,2008,1,3,4,1115,1050,1249,1230,WN,3499,N204WN,94,100,78,19,25,RDU,MCO,534,7,9,0,N,0,0,0,0,0,19
1171,1607,2008,1,3,4,1907,1835,2006,1940,WN,1076,N411WN,119,125,103,26,32,RDU,MDW,632,7,9,0,N,0,2,0,0,0,24
1172,1608,2008,1,3,4,955,940,1100,1045,WN,1402,N675AA,125,125,108,15,15,RDU,MDW,632,8,9,0,N,0,6,0,0,0,9
1174,1610,2008,1,3,4,1343,1325,1456,1440,WN,201,N251WN,73,75,57,16,18,RDU,PHL,336,9,7,0,N,0,0,0,0,0,16
1175,1612,2008,1,3,4,2111,2040,2216,2155,WN,882,N774SW,65,75,54,21,31,RDU,PHL,336,4,7,0,N,0,1,0,0,0,20
1176,1613,2008,1,3,4,1727,1700,1843,1825,WN,1502,N656SW,76,85,60,18,27,RDU,PHL,336,6,10,0,N,0,3,0,0,0,15
1179,1618,2008,1,3,4,728,625,910,820,WN,3266,N698SW,102,115,87,50,63,RDU,TPA,587,4,11,0,N,0,50,0,0,0,0
1180,1619,2008,1,3,4,1856,1815,2056,2020,WN,239,N267WN,60,65,48,36,41,RNO,BOI,335,2,10,0,N,0,5,0,0,0,31
1181,1621,2008,1,3,4,1501,1410,1657,1615,WN,3589,N601WN,56,65,47,42,51,RNO,BOI,335,2,7,0,N,0,1,0,0,0,41
1184,1624,2008,1,3,4,1615,1545,1725,1655,WN,637,N342SW,70,70,54,30,30,RNO,LAS,345,6,10,0,N,0,14,0,0,0,16
1185,1625,2008,1,3,4,1938,1910,2049,2020,WN,708,N286WN,71,70,53,29,28,RNO,LAS,345,7,11,0,N,0,13,0,1,0,15
1186,1626,2008,1,3,4,2230,2150,2335,2300,WN,1017,N337SW,65,70,54,35,40,RNO,LAS,345,4,7,0,N,0,1,0,0,0,34
1187,1627,2008,1,3,4,1348,1340,1517,1455,WN,1027,N230WN,89,75,53,22,8,RNO,LAS,345,23,13,0,N,0,6,0,14,0,2
1188,1628,2008,1,3,4,1859,1725,2011,1835,WN,1072,N752SW,72,70,57,96,94,RNO,LAS,345,4,11,0,N,0,5,0,2,0,89
1189,1629,2008,1,3,4,2029,1940,2134,2050,WN,1403,N258WN,65,70,54,44,49,RNO,LAS,345,4,7,0,N,0,0,0,0,0,44
1190,1630,2008,1,3,4,1045,1030,1158,1140,WN,2018,N313SW,73,70,54,18,15,RNO,LAS,345,7,12,0,N,0,15,0,3,0,0
1192,1633,2008,1,3,4,1509,1445,1619,1555,WN,3517,N487WN,70,70,57,24,24,RNO,LAS,345,4,9,0,N,0,2,0,0,0,22
1193,1635,2008,1,3,4,1140,1120,1255,1240,WN,397,N424WN,75,80,62,15,20,RNO,LAX,390,7,6,0,N,0,8,0,0,0,7
1194,1636,2008,1,3,4,1927,1855,2049,2020,WN,520,N283WN,82,85,64,29,32,RNO,LAX,390,9,9,0,N,0,17,0,0,0,12
1196,1639,2008,1,3,4,1106,1015,1203,1110,WN,891,N400WN,57,55,44,53,51,RNO,OAK,180,5,8,0,N,0,17,0,2,0,34
1197,1640,2008,1,3,4,1235,1210,1335,1305,WN,2719,N466WN,60,55,41,30,25,RNO,OAK,180,5,14,0,N,0,0,0,5,0,25
1198,1641,2008,1,3,4,1910,1805,2014,1900,WN,2732,N788SA,64,55,46,74,65,RNO,OAK,180,4,14,0,N,0,0,0,36,0,38
1199,1644,2008,1,3,4,2037,1955,2158,2125,WN,1511,N263WN,81,90,64,33,42,RNO,PDX,444,11,6,0,N,0,0,0,0,0,33
1200,1645,2008,1,3,4,1611,1545,1734,1715,WN,2360,N618WN,83,90,70,19,26,RNO,PDX,444,4,9,0,N,0,10,0,0,0,9
1201,1647,2008,1,3,4,1813,1720,2053,2000,WN,796,N428WN,100,100,83,53,53,RNO,PHX,601,5,12,0,N,0,21,0,0,0,32
1204,1651,2008,1,3,4,1646,1600,1815,1750,WN,3513,N686SW,89,110,77,25,46,RNO,SAN,488,2,10,0,N,0,13,0,0,0,12
1205,1653,2008,1,3,4,1603,1530,1739,1720,WN,3835,N610WN,96,110,85,19,33,RNO,SEA,564,4,7,0,N,0,9,0,0,0,10
1206,1654,2008,1,3,4,2101,2035,2213,2135,WN,298,N450WN,72,60,55,38,26,RNO,SJC,188,6,11,0,N,0,7,0,12,0,19
1207,1656,2008,1,3,4,1221,1215,1330,1315,WN,1002,N745SW,69,60,57,15,6,RNO,SJC,188,3,9,0,N,0,4,0,9,0,2
1208,1657,2008,1,3,4,1801,1710,1900,1810,WN,1276,N265WN,59,60,46,50,51,RNO,SJC,188,5,8,0,N,0,7,0,0,0,43
1209,1658,2008,1,3,4,1311,1240,1523,1500,WN,2969,N642WN,72,80,61,23,31,RNO,SLC,422,3,8,0,N,0,10,0,0,0,13
1210,1659,2008,1,3,4,1855,1825,2121,2045,WN,1830,N390SW,146,140,128,36,30,RSW,BWI,919,6,12,0,N,0,11,0,6,0,19
1211,1660,2008,1,3,4,1134,1110,1355,1330,WN,3047,N355SW,141,140,131,25,24,RSW,BWI,919,3,7,0,N,0,9,0,1,0,15
1214,1668,2008,1,3,4,1554,1340,1814,1535,WN,3587,N374SW,200,175,161,159,134,RSW,MDW,1105,33,6,0,N,0,2,0,25,0,132
1215,1670,2008,1,3,4,1424,1345,1654,1625,WN,294,N398SW,90,100,76,29,39,SAN,ABQ,628,6,8,0,N,0,11,0,0,0,18
1216,1671,2008,1,3,4,2009,1930,2232,2210,WN,1255,N361SW,83,100,72,22,39,SAN,ABQ,628,4,7,0,N,0,2,0,0,0,20
1217,1674,2008,1,3,4,1557,1525,2022,2005,WN,2529,N453WN,145,160,133,17,32,SAN,AUS,1164,5,7,0,N,0,9,0,0,0,8
1218,1675,2008,1,3,4,1502,1435,2031,2015,WN,179,N226WN,209,220,197,16,27,SAN,BNA,1751,4,8,0,N,0,8,0,0,0,8
1220,1679,2008,1,3,4,1425,1305,1658,1545,WN,1156,N630WN,93,100,79,73,80,SAN,ELP,636,4,10,0,N,0,1,0,0,0,72
1222,1682,2008,1,3,4,1609,1520,1713,1630,WN,156,N466WN,64,70,49,43,49,SAN,LAS,258,6,9,0,N,0,4,0,0,0,39
1223,1684,2008,1,3,4,1036,1025,1150,1135,WN,213,N302SW,74,70,53,15,11,SAN,LAS,258,11,10,0,N,0,1,0,4,0,10
1224,1686,2008,1,3,4,1904,1725,2008,1835,WN,415,N395SW,64,70,52,93,99,SAN,LAS,258,5,7,0,N,0,90,0,0,0,3
1225,1688,2008,1,3,4,1630,1555,1736,1705,WN,719,N414WN,66,70,48,31,35,SAN,LAS,258,6,12,0,N,0,1,0,0,0,30
1227,1691,2008,1,3,4,2008,1900,2109,2010,WN,2273,N692SW,61,70,48,59,68,SAN,LAS,258,3,10,0,N,0,3,0,0,0,56
1228,1692,2008,1,3,4,1803,1640,1905,1750,WN,2450,N405WN,62,70,49,75,83,SAN,LAS,258,4,9,0,N,0,0,0,10,0,65
1229,1693,2008,1,3,4,2220,2120,2320,2230,WN,2816,N754SW,60,70,48,50,60,SAN,LAS,258,5,7,0,N,0,0,0,0,0,50
1231,1695,2008,1,3,4,1008,915,1509,1420,WN,283,N213WN,181,185,157,49,53,SAN,MCI,1333,4,20,0,N,0,0,0,13,0,36
1232,1696,2008,1,3,4,1917,1835,4,2335,WN,318,N474WN,167,180,150,29,42,SAN,MCI,1333,3,14,0,N,0,0,0,0,0,29
1234,1699,2008,1,3,4,2004,1855,131,40,WN,3065,N750SA,207,225,191,51,69,SAN,MDW,1728,9,7,0,N,0,5,0,0,0,46
1236,1701,2008,1,3,4,1900,1610,26,2200,WN,3662,N492WN,206,230,189,146,170,SAN,MDW,1728,6,11,0,N,0,3,0,0,0,143
1237,1702,2008,1,3,4,1406,1330,1536,1455,WN,78,N473WN,90,85,76,41,36,SAN,OAK,446,4,10,0,N,0,9,0,5,0,27
1238,1704,2008,1,3,4,2015,1925,2209,2055,WN,644,N423WN,114,90,80,74,50,SAN,OAK,446,5,29,0,N,0,0,0,27,0,47
1240,1706,2008,1,3,4,836,815,1012,945,WN,783,N306SW,96,90,77,27,21,SAN,OAK,446,3,16,0,N,0,12,0,6,0,9
1241,1708,2008,1,3,4,1528,1505,1700,1630,WN,1071,N315SW,92,85,78,30,23,SAN,OAK,446,10,4,0,N,0,3,0,7,0,20
1242,1709,2008,1,3,4,1446,1430,1615,1555,WN,1112,N795SW,89,85,78,20,16,SAN,OAK,446,3,8,0,N,0,16,0,4,0,0
1243,1711,2008,1,3,4,2043,2030,2219,2200,WN,1172,N221WN,96,90,80,19,13,SAN,OAK,446,4,12,0,N,0,3,0,6,0,10
1244,1712,2008,1,3,4,1546,1540,1748,1705,WN,1179,N384SW,122,85,78,43,6,SAN,OAK,446,34,10,0,N,0,0,0,37,0,6
1245,1714,2008,1,3,4,953,925,1130,1055,WN,1599,N207WN,97,90,74,35,28,SAN,OAK,446,4,19,0,N,0,24,0,7,0,4
1246,1716,2008,1,3,4,1846,1810,2031,1940,WN,2971,N795SW,105,90,78,51,36,SAN,OAK,446,14,13,0,N,0,0,0,18,0,33
1248,1719,2008,1,3,4,1223,1200,1352,1330,WN,3679,N434WN,89,90,74,22,23,SAN,OAK,446,3,12,0,N,0,8,0,0,0,14
1250,1721,2008,1,3,4,1417,1235,1617,1445,WN,316,N797MX,60,70,46,92,102,SAN,PHX,304,4,10,0,N,0,0,0,0,0,92
1251,1724,2008,1,3,4,1633,1610,1841,1820,WN,410,N327SW,68,70,48,21,23,SAN,PHX,304,5,15,0,N,0,0,0,0,0,21
1253,1728,2008,1,3,4,1208,1145,1414,1355,WN,1022,N655WN,66,70,44,19,23,SAN,PHX,304,3,19,0,N,0,9,0,0,0,10
1254,1729,2008,1,3,4,1509,1415,1704,1625,WN,1684,N429WN,55,70,43,39,54,SAN,PHX,304,5,7,0,N,0,0,0,0,0,39
1255,1731,2008,1,3,4,1917,1720,2135,1935,WN,2268,N607SW,78,75,52,120,117,SAN,PHX,304,9,17,0,N,0,11,0,3,0,106
1257,1733,2008,1,3,4,1827,1800,2028,2010,WN,3669,N615SW,61,70,46,18,27,SAN,PHX,304,6,9,0,N,0,0,0,0,0,18
1259,1735,2008,1,3,4,1901,1755,2020,1935,WN,1511,N263WN,79,100,66,45,66,SAN,RNO,488,4,9,0,N,0,5,0,0,0,40
1260,1737,2008,1,3,4,1716,1440,1854,1620,WN,123,N287WN,98,100,85,154,156,SAN,SFO,447,3,10,0,N,0,0,0,137,0,17
1261,1738,2008,1,3,4,2202,2110,2344,2250,WN,381,N398SW,102,100,85,54,52,SAN,SFO,447,5,12,0,N,0,0,0,2,0,52
1262,1739,2008,1,3,4,1839,1720,2008,1900,WN,458,N203WN,89,100,75,68,79,SAN,SFO,447,3,11,0,N,0,0,0,51,0,17
1263,1740,2008,1,3,4,1319,1230,1445,1410,WN,585,N245WN,86,100,71,35,49,SAN,SFO,447,4,11,0,N,0,0,0,23,0,12
1264,1741,2008,1,3,4,1043,1015,1230,1155,WN,1597,N429WN,107,100,78,35,28,SAN,SFO,447,21,8,0,N,0,0,0,12,0,23
1265,1742,2008,1,3,4,1029,835,1152,1015,WN,1855,N797MX,83,100,74,97,114,SAN,SFO,447,3,6,0,N,0,0,0,96,0,1
1266,1744,2008,1,3,4,2106,1910,2241,2050,WN,3839,N421LV,95,100,81,111,116,SAN,SFO,447,5,9,0,N,0,0,0,50,0,61
1268,1748,2008,1,3,4,1201,1110,1337,1235,WN,635,N729SW,96,85,65,62,51,SAN,SJC,417,11,20,0,N,0,7,0,11,0,44
1269,1749,2008,1,3,4,1757,1730,1918,1850,WN,1188,N254WN,81,80,62,28,27,SAN,SJC,417,9,10,0,N,0,0,0,1,0,27
1271,1751,2008,1,3,4,2212,2105,2330,2225,WN,1482,N391SW,78,80,66,65,67,SAN,SJC,417,6,6,0,N,0,6,0,0,0,59
1272,1752,2008,1,3,4,1848,1650,2003,1810,WN,1600,N769SW,75,80,64,113,118,SAN,SJC,417,4,7,0,N,0,0,0,0,0,113
1273,1753,2008,1,3,4,1321,1305,1441,1425,WN,2965,N359SW,80,80,63,16,16,SAN,SJC,417,4,13,0,N,0,0,0,0,0,16
1276,1759,2008,1,3,4,1624,1530,1812,1700,WN,299,N718SW,108,90,75,72,54,SAN,SMF,480,6,27,0,N,0,0,0,18,0,54
1278,1761,2008,1,3,4,2059,1930,2223,2105,WN,574,N314SW,84,95,70,78,89,SAN,SMF,480,3,11,0,N,0,0,0,0,0,78
1279,1762,2008,1,3,4,1136,1115,1306,1250,WN,1010,N744SW,90,95,71,16,21,SAN,SMF,480,5,14,0,N,0,2,0,0,0,14
1281,1764,2008,1,3,4,2238,2150,2400,2320,WN,1320,N456WN,82,90,70,40,48,SAN,SMF,480,4,8,0,N,0,1,0,0,0,39
1283,1767,2008,1,3,4,1844,1815,2008,1950,WN,3600,N686SW,84,95,71,18,29,SAN,SMF,480,5,8,0,N,0,2,0,0,0,16
1284,1768,2008,1,3,4,2135,2045,2306,2220,WN,3673,N729SW,91,95,71,46,50,SAN,SMF,480,5,15,0,N,0,46,0,0,0,0
1285,1769,2008,1,3,4,1240,1210,1443,1420,WN,98,N384SW,63,70,52,23,30,SAN,TUS,367,3,8,0,N,0,0,0,0,0,23
1286,1771,2008,1,3,4,1537,1505,1738,1715,WN,580,N301SW,61,70,51,23,32,SAN,TUS,367,3,7,0,N,0,2,0,0,0,21
1288,1776,2008,1,3,4,1446,1435,1855,1840,WN,3419,N796SW,189,185,174,15,11,SAT,BWI,1407,5,10,0,N,0,4,0,4,0,7
1289,1777,2008,1,3,4,2006,1945,2059,2040,WN,120,N277WN,53,55,42,19,21,SAT,DAL,248,3,8,0,N,0,19,0,0,0,0
1290,1780,2008,1,3,4,1913,1855,2008,1950,WN,572,N289CT,55,55,42,18,18,SAT,DAL,248,4,9,0,N,0,1,0,0,0,17
1291,1783,2008,1,3,4,2128,2045,2227,2140,WN,2023,N295WN,59,55,43,47,43,SAT,DAL,248,4,12,0,N,0,0,0,4,0,43
1292,1785,2008,1,3,4,1450,1425,1549,1520,WN,2353,N687SW,59,55,43,29,25,SAT,DAL,248,3,13,0,N,0,25,0,4,0,0
1293,1786,2008,1,3,4,1716,1710,1828,1805,WN,2624,N693SW,72,55,44,23,6,SAT,DAL,248,16,12,0,N,0,6,0,17,0,0
1295,1788,2008,1,3,4,1550,1535,1651,1630,WN,3168,N513SW,61,55,44,21,15,SAT,DAL,248,4,13,0,N,0,0,0,6,0,15
1296,1789,2008,1,3,4,1448,1355,1546,1450,WN,3508,N527SW,58,55,45,56,53,SAT,DAL,248,3,10,0,N,0,0,0,3,0,53
1297,1792,2008,1,3,4,2220,2025,2248,2055,WN,186,N799SW,88,90,75,113,115,SAT,ELP,496,3,10,0,N,0,0,0,0,0,113
1298,1793,2008,1,3,4,1136,1110,1203,1140,WN,511,N272WN,87,90,76,23,26,SAT,ELP,496,2,9,0,N,0,20,0,0,0,3
1300,1799,2008,1,3,4,1500,1400,1544,1450,WN,714,N305SW,44,50,29,54,60,SAT,HOU,192,3,12,0,N,0,4,0,0,0,50
1301,1800,2008,1,3,4,2005,1935,2045,2020,WN,2015,N792SW,40,45,30,25,30,SAT,HOU,192,3,7,0,N,0,0,0,0,0,25
1304,1805,2008,1,3,4,1931,1830,2017,1920,WN,1936,N295WN,46,50,34,57,61,SAT,HRL,233,2,10,0,N,0,0,0,0,0,57
1305,1807,2008,1,3,4,1946,1925,2039,2020,WN,1166,N351SW,173,175,158,19,21,SAT,LAS,1069,7,8,0,N,0,0,0,0,0,19
1308,1813,2008,1,3,4,1742,1720,2017,1950,WN,116,N310SW,155,150,140,27,22,SAT,MDW,1036,5,10,0,N,0,3,0,5,0,19
1309,1816,2008,1,3,4,2001,1935,2127,2100,WN,998,N369SW,146,145,127,27,26,SAT,PHX,843,11,8,0,N,0,11,0,1,0,15
1312,1822,2008,1,3,4,1649,1620,1645,1630,WN,823,N725SW,56,70,48,15,29,SDF,BHM,323,2,6,0,N,0,5,0,0,0,10
1313,1823,2008,1,3,4,2049,2020,2213,2145,WN,693,N232WN,84,85,73,28,29,SDF,BWI,495,4,7,0,N,0,0,0,0,0,28
1314,1824,2008,1,3,4,1931,1825,2052,1950,WN,794,N781WN,81,85,70,62,66,SDF,BWI,495,5,6,0,N,0,0,0,0,0,62
1316,1828,2008,1,3,4,1700,1605,1805,1725,WN,2730,N273WN,245,260,236,40,55,SDF,LAS,1624,4,5,0,N,0,1,0,0,0,39
1319,1832,2008,1,3,4,1719,1700,1725,1705,WN,718,N457WN,66,65,52,20,19,SDF,MDW,271,7,7,0,N,0,0,0,1,0,19
1322,1838,2008,1,3,4,1729,1655,1727,1700,WN,977,N376SW,58,65,50,27,34,SDF,STL,254,3,5,0,N,0,0,0,0,0,27
1324,1843,2008,1,3,4,1457,1405,1849,1750,WN,972,N336SW,172,165,151,59,52,SEA,ABQ,1180,6,15,0,N,0,24,0,7,0,28
1326,1845,2008,1,3,4,1325,1255,1553,1510,WN,318,N474WN,88,75,61,43,30,SEA,BOI,399,2,25,0,N,0,11,0,13,0,19
1329,1849,2008,1,3,4,2022,1925,2355,2300,WN,1158,N315SW,153,155,128,55,57,SEA,DEN,1024,7,18,0,N,0,0,0,0,0,55
1332,1853,2008,1,3,4,2045,2010,2140,2105,WN,775,N633SW,55,55,35,35,35,SEA,GEG,224,5,15,0,N,0,0,0,4,0,31
1333,1854,2008,1,3,4,1753,1640,1844,1735,WN,1682,N281WN,51,55,36,69,73,SEA,GEG,224,3,12,0,N,0,0,0,0,0,69
1334,1856,2008,1,3,4,1456,1445,1734,1710,WN,559,N603SW,158,145,133,24,11,SEA,LAS,866,5,20,0,N,0,11,0,13,0,0
1335,1857,2008,1,3,4,1906,1840,2130,2105,WN,2211,N646SW,144,145,125,25,26,SEA,LAS,866,7,12,0,N,0,10,0,0,0,15
1336,1858,2008,1,3,4,1151,1125,1418,1350,WN,2357,N414WN,147,145,126,28,26,SEA,LAS,866,5,16,0,N,0,11,0,2,0,15
1337,1860,2008,1,3,4,1334,1300,1857,1825,WN,730,N756SA,203,205,177,32,34,SEA,MCI,1489,4,22,0,N,0,3,0,0,0,29
1338,1862,2008,1,3,4,1412,1345,1959,1935,WN,1189,N231WN,227,230,210,24,27,SEA,MDW,1733,7,10,0,N,0,12,0,0,0,12
1339,1863,2008,1,3,4,1132,1055,1719,1645,WN,2789,N209WN,227,230,208,34,37,SEA,MDW,1733,5,14,0,N,0,12,0,0,0,22
1342,1867,2008,1,3,4,1034,1020,1246,1225,WN,898,N328SW,132,125,114,21,14,SEA,OAK,671,4,14,0,N,0,14,0,7,0,0
1343,1869,2008,1,3,4,2241,2100,32,2305,WN,1687,N769SW,111,125,98,87,101,SEA,OAK,671,5,8,0,N,0,6,0,0,0,81
1345,1871,2008,1,3,4,1912,1825,2113,2030,WN,3589,N601WN,121,125,107,43,47,SEA,OAK,671,3,11,0,N,0,11,0,0,0,32
1347,1873,2008,1,3,4,1821,1745,2208,2130,WN,408,N610WN,167,165,153,38,36,SEA,PHX,1107,5,9,0,N,0,17,0,2,0,19
1349,1876,2008,1,3,4,2039,1955,2214,2135,WN,1017,N337SW,95,100,78,39,44,SEA,RNO,564,4,13,0,N,0,4,0,0,0,35
1350,1877,2008,1,3,4,804,750,1022,1000,WN,98,N384SW,138,130,117,22,14,SEA,SJC,697,5,16,0,N,0,9,0,8,0,5
1351,1878,2008,1,3,4,1912,1850,2119,2055,WN,390,N655WN,127,125,111,24,22,SEA,SJC,697,3,13,0,N,0,8,0,2,0,14
1352,1879,2008,1,3,4,1641,1530,1836,1740,WN,722,N729SW,115,130,101,56,71,SEA,SJC,697,4,10,0,N,0,11,0,0,0,45
1354,1883,2008,1,3,4,1840,1820,2127,2110,WN,1747,N613SW,107,110,94,17,20,SEA,SLC,689,1,12,0,N,0,2,0,0,0,15
1355,1884,2008,1,3,4,1139,1100,1334,1245,WN,73,N331SW,115,105,100,49,39,SEA,SMF,605,5,10,0,N,0,37,0,10,0,2
1356,1885,2008,1,3,4,1605,1500,1754,1645,WN,151,N750SA,109,105,86,69,65,SEA,SMF,605,5,18,0,N,0,16,0,4,0,49
1357,1887,2008,1,3,4,1757,1710,1951,1855,WN,1395,N391SW,114,105,86,56,47,SEA,SMF,605,5,23,0,N,0,23,0,9,0,24
1358,1888,2008,1,3,4,1955,1925,2137,2110,WN,2467,N770SA,102,105,84,27,30,SEA,SMF,605,6,12,0,N,0,17,0,0,0,10
1359,1889,2008,1,3,4,2036,1925,2204,2055,WN,632,N203WN,88,90,63,69,71,SFO,LAS,414,8,17,0,N,0,0,3,0,0,66
1360,1890,2008,1,3,4,708,630,846,800,WN,643,N756SA,98,90,67,46,38,SFO,LAS,414,8,23,0,N,0,38,0,8,0,0
1361,1891,2008,1,3,4,1254,1110,1440,1240,WN,706,N491WN,106,90,67,120,104,SFO,LAS,414,6,33,0,N,0,41,0,16,0,63
1362,1892,2008,1,3,4,1516,1440,1646,1610,WN,1018,N245WN,90,90,69,36,36,SFO,LAS,414,8,13,0,N,0,0,1,0,0,35
1363,1894,2008,1,3,4,2059,1620,2216,1750,WN,1924,N761RR,77,90,60,266,279,SFO,LAS,414,6,11,0,N,0,3,0,0,0,263
1364,1895,2008,1,3,4,2225,2105,2350,2235,WN,2875,N602SW,85,90,59,75,80,SFO,LAS,414,4,22,0,N,0,0,0,0,0,75
1365,1899,2008,1,3,4,1801,1615,1919,1740,WN,578,N738CB,78,85,54,99,106,SFO,LAX,337,5,19,0,N,0,0,0,0,0,99
1366,1900,2008,1,3,4,1447,1235,1558,1405,WN,750,N738CB,71,90,52,113,132,SFO,LAX,337,7,12,0,N,0,0,0,1,0,112
1367,1901,2008,1,3,4,2155,1955,2308,2120,WN,777,N738CB,73,85,53,108,120,SFO,LAX,337,5,15,0,N,0,0,0,0,0,108
1368,1904,2008,1,3,4,1657,1310,2247,1920,WN,106,N751SW,230,250,206,207,227,SFO,MDW,1855,15,9,0,N,0,0,11,0,0,196
1369,1905,2008,1,3,4,1911,1650,103,2300,WN,210,N287WN,232,250,207,123,141,SFO,MDW,1855,8,17,0,N,0,0,0,0,0,123
1370,1907,2008,1,3,4,1221,1040,1353,1210,WN,316,N797MX,92,90,67,103,101,SFO,SAN,447,5,20,0,N,0,0,4,2,0,97
1371,1910,2008,1,3,4,1324,1220,1447,1350,WN,1684,N429WN,83,90,65,57,64,SFO,SAN,447,3,15,0,N,0,26,0,0,0,31
1373,1912,2008,1,3,4,1711,1415,1831,1545,WN,3662,N492WN,80,90,66,166,176,SFO,SAN,447,3,11,0,N,0,0,0,0,0,166
1374,1913,2008,1,3,4,1636,1600,1800,1730,WN,3669,N615SW,84,90,66,30,36,SFO,SAN,447,6,12,0,N,0,0,1,0,0,29
1375,1914,2008,1,3,4,2303,2115,22,2245,WN,3926,N421LV,79,90,63,97,108,SFO,SAN,447,3,13,0,N,0,0,0,0,0,97
1376,1918,2008,1,3,4,2157,2055,2253,2155,WN,579,N430WN,56,60,47,58,62,SJC,BUR,296,2,7,0,N,0,58,0,0,0,0
1377,1920,2008,1,3,4,1757,1740,1855,1840,WN,1500,N706SW,58,60,46,15,17,SJC,BUR,296,2,10,0,N,0,0,0,0,0,15
1380,1927,2008,1,3,4,1131,1045,1247,1205,WN,419,N275WN,76,80,61,42,46,SJC,LAS,386,5,10,0,N,0,6,0,0,0,36
1381,1929,2008,1,3,4,2208,2125,2317,2245,WN,1858,N429WN,69,80,58,32,43,SJC,LAS,386,5,6,0,N,0,0,0,3,0,29
1382,1930,2008,1,3,4,1739,1700,1849,1820,WN,2025,N740SW,70,80,56,29,39,SJC,LAS,386,6,8,0,N,0,3,0,0,0,26
1383,1931,2008,1,3,4,2053,1955,2207,2115,WN,2533,N385SW,74,80,61,52,58,SJC,LAS,386,6,7,0,N,0,4,0,0,0,48
1384,1932,2008,1,3,4,1438,1410,1553,1530,WN,2907,N647SW,75,80,61,23,28,SJC,LAS,386,4,10,0,N,0,3,0,0,0,20
1385,1933,2008,1,3,4,1918,1840,2029,2000,WN,3142,N446WN,71,80,55,29,38,SJC,LAS,386,5,11,0,N,0,1,0,0,0,28
1387,1935,2008,1,3,4,1929,1855,2031,2005,WN,361,N690SW,62,70,50,26,34,SJC,LAX,308,7,5,0,N,0,11,0,0,0,15
1389,1937,2008,1,3,4,2225,2130,2329,2240,WN,625,N619SW,64,70,52,49,55,SJC,LAX,308,5,7,0,N,0,0,0,0,0,49
1390,1938,2008,1,3,4,1653,1605,1806,1715,WN,1004,N676SW,73,70,51,51,48,SJC,LAX,308,5,17,0,N,0,21,0,3,0,27
1391,1939,2008,1,3,4,1830,1710,1944,1820,WN,1044,N306SW,74,70,53,84,80,SJC,LAX,308,5,16,0,N,0,26,0,4,0,54
1392,1940,2008,1,3,4,1459,1425,1602,1535,WN,1081,N361SW,63,70,50,27,34,SJC,LAX,308,6,7,0,N,0,2,0,0,0,25
1393,1942,2008,1,3,4,759,725,903,835,WN,1948,N631SW,64,70,51,28,34,SJC,LAX,308,6,7,0,N,0,28,0,0,0,0
1394,1943,2008,1,3,4,2050,2040,2207,2150,WN,2285,N673AA,77,70,57,17,10,SJC,LAX,308,5,15,0,N,0,2,0,7,0,8
1399,1951,2008,1,3,4,2234,2155,2333,2305,WN,298,N450WN,59,70,51,28,39,SJC,ONT,333,3,5,0,N,0,1,0,0,0,27
1400,1952,2008,1,3,4,2032,1955,2135,2105,WN,412,N292WN,63,70,49,30,37,SJC,ONT,333,4,10,0,N,0,30,0,0,0,0
1401,1953,2008,1,3,4,808,740,909,850,WN,773,N472WN,61,70,52,19,28,SJC,ONT,333,3,6,0,N,0,19,0,0,0,0
1403,1955,2008,1,3,4,1925,1835,2030,1945,WN,1276,N265WN,65,70,51,45,50,SJC,ONT,333,4,10,0,N,0,0,0,0,0,45
1404,1958,2008,1,3,4,1415,1345,1521,1455,WN,2558,N337SW,66,70,53,26,30,SJC,ONT,333,5,8,0,N,0,4,0,0,0,22
1405,1959,2008,1,3,4,1852,1630,2032,1815,WN,173,N344SW,100,105,82,137,142,SJC,PDX,569,7,11,0,N,0,66,0,0,0,71
1406,1960,2008,1,3,4,2230,2125,3,2310,WN,343,N687SW,93,105,82,53,65,SJC,PDX,569,4,7,0,N,0,0,0,6,0,47
